amplicon,converged,amplicon_factor,alpha,beta_zero,beta_one,method,mean,variance
AMPL251243,True,0.0018081785567004,0.3256152978801471,-5.62228808209163,1.0,pearson,189.1515189903316,5014.806277863472
AMPL257659,True,0.0014849758326011,0.350290442808674,-5.819209600642643,1.0,pearson,193.84274481079743,5884.191199180364
AMPL257660,True,0.0006823236572916,0.5010291509495467,-6.596859261325047,1.0,pearson,207.1264337929118,11566.737336258137
AMPL113492,True,0.0009316982291496,0.4290019172474941,-6.285354403615533,1.0,pearson,204.1692053432489,9492.091005320684
AMPL253525,True,0.0005187799588401,0.520541818033662,-6.870883555546055,1.0,pearson,208.5660366227389,11952.582872113328
AMPL250327,True,0.0010590371679661,0.4663449684170834,-6.1572479351892095,1.0,pearson,198.40539759287503,8352.662887761498
AMPL93658,True,0.0011053222480573,0.3634333013344697,-6.1144711787662,1.0,pearson,202.2729989852563,7847.909634458897
AMPL251245,True,0.0020429220365493,0.3307358611040533,-5.500226944573142,1.0,pearson,182.08173268036532,3869.350893874496
AMPL253529,True,0.0003252358846048,0.6952300554252642,-7.337812659554957,1.0,pearson,208.9891041404221,14121.770147455249
AMPL250328,True,0.001121058274844,0.453360541901103,-6.100334970987498,1.0,pearson,198.98344189897125,8485.43226405944
AMPL250330,True,0.0016524802252671,0.5416698512414415,-5.712330772305501,1.0,pearson,176.10567023532067,4886.824195070087
AMPL257664,True,0.0009351943675607,0.4772714383225029,-6.281608989975521,1.0,pearson,201.9902051124405,10005.264173985428
AMPL251249,True,0.0013655695413473,0.374595107983188,-5.90303651040005,1.0,pearson,194.87263135746795,6339.499291897984
AMPL38584,True,0.0005591811918725,0.3915600556265663,-6.795889821040827,1.0,pearson,213.61093308553603,12543.159886063087
AMPL115373,True,0.0007943171593933,0.6014783617077845,-6.444880550834327,1.0,pearson,196.7963551220992,9134.787130853594
AMPL38586,True,0.0006199766658587,0.6033970465760793,-6.692681535785067,1.0,pearson,204.27869412141936,12086.00818282978
AMPL38587,True,0.0004166027516341,0.4625144431350498,-7.0902302436204,1.0,pearson,214.4223291996217,13742.264110920378
AMPL115376,True,0.0003180029202514,0.6784109277394009,-7.360302811485675,1.0,pearson,212.8091391462761,16629.39747620936
AMPL253539,True,0.0006625792584414,1.223964557595908,-6.626223191316442,1.0,pearson,194.87104767048595,11317.5484279719
AMPL253540,True,0.0007192604523653,0.5285836479534304,-6.544139842766279,1.0,pearson,203.1243552432273,10421.283587530124
AMPL253541,True,0.0008310439884865,0.5083396108688961,-6.399680649549689,1.0,pearson,201.20290556041596,9189.190132992188
AMPL248928,True,0.0015753357943809,0.3453974291754964,-5.760139646087524,1.0,pearson,192.3243430807401,5469.988543802755
AMPL248929,True,0.0019363203392063,0.2823870341124351,-5.553818658789454,1.0,pearson,190.1718819991358,4999.209218764578
AMPL235278,True,3.748599321306715e-06,4.043982685173618,-11.800981121514068,1.0,pearson,518.3597953364289,47451.43337169693
AMPL117568,True,0.000411956511279,0.3915079896166473,-7.101445588774059,1.0,pearson,213.12148798923167,11494.784895539577
AMPL250334,True,0.0021510193052458,0.352700086595412,-5.448666273167164,1.0,pearson,177.57473060972055,3432.92295224528
AMPL118221,True,0.0003061651209404,0.8368654593815857,-7.398238810073033,1.0,pearson,208.9744243062002,16162.777471033774
AMPL250335,True,0.0007845724469462,0.6097385434935227,-6.457224461571188,1.0,pearson,200.24921178769853,10156.197542145845
AMPL253549,True,0.0014561080397924,0.5131147034769484,-5.838840948246448,1.0,pearson,184.03145087861208,5593.002943541633
AMPL253550,True,0.0003728138815396,0.7264122883045913,-7.201284059396591,1.0,pearson,202.8145740207758,11915.373949039737
AMPL248935,True,0.0003119459650632,0.6101420213396483,-7.379533393493524,1.0,pearson,214.7354148154148,15365.696406707084
AMPL244869,True,0.0009264336884416,0.3397191482648437,-6.291020906348636,1.0,pearson,208.8538385173917,9886.116727124736
AMPL253553,True,0.0010424946158759,0.550391463737554,-6.172991588372067,1.0,pearson,194.5762422840424,8508.093641592517
AMPL249492,True,0.0008838290321538,0.4573531402142246,-6.3380997360122455,1.0,pearson,202.45575937141547,9111.70599519907
AMPL244872,True,0.0013953902716491,0.3519606977521223,-5.881433957652634,1.0,pearson,196.910359060828,6759.913112687526
AMPL244873,True,0.0003619507130567,0.5105299604109875,-7.230855326625016,1.0,pearson,212.99238182013,13558.307828519317
AMPL244874,True,0.0001757835314438,0.7260459495612407,-7.95311007433486,1.0,pearson,216.5227856114936,16730.660878758146
AMPL244875,True,0.0029498897814802,0.2292618839472013,-5.132840290978522,1.0,pearson,175.4758031245549,2735.114454434576
AMPL244876,True,0.0002221588879925,0.6174965481214345,-7.718970539853251,1.0,pearson,214.2887893290631,15740.604684510405
AMPL244877,True,0.0005867851264293,0.6666287888498906,-6.747704678373257,1.0,pearson,206.84608021203124,14331.590618470456
AMPL257667,True,0.0010045516489191,0.509446567788957,-6.210066776930979,1.0,pearson,198.2480250996936,9350.621370807465
AMPL250338,True,0.0014211790561529,0.4762167488015039,-5.86312125010053,1.0,pearson,186.43894432399236,5735.740889093121
AMPL250339,True,0.0010917017624575,0.3796198612496037,-6.126870369703753,1.0,pearson,204.33984650014187,9749.243925523777
AMPL257668,True,0.0006948503262603,0.5222763713716132,-6.578666912931211,1.0,pearson,207.5499802258713,12613.681774481627
AMPL250340,True,0.0001001014812098,6.281473898391688,-8.51617889389095,1.0,pearson,264.4607718610169,46457.06932529416
AMPL250341,True,0.0004498246557214,0.5616213375650075,-7.0135055245270905,1.0,pearson,210.83772484283537,13689.30312857129
AMPL160828,True,3.3983655927786536e-05,1.6737774295367402,-9.59648367637158,1.0,pearson,256.34843526620165,18333.52174474696
AMPL253568,True,0.0020703827443893,0.3105220554489224,-5.486874607565763,1.0,pearson,184.04460183737064,4031.833557793797
AMPL251263,True,0.0006916201303616,0.5097658971770289,-6.583326517075998,1.0,pearson,206.69095613636992,11359.452182074016
AMPL44712,True,0.0007468105933023,0.4345174538496085,-6.50655178091184,1.0,pearson,205.9456603362665,9700.332095554668
AMPL141884,True,0.0005325217273551,0.3682161141533581,-6.844739678108181,1.0,pearson,215.15135231673872,12161.807827622964
AMPL253572,True,0.0012651077201736,0.4732820932093788,-5.9794508255806464,1.0,pearson,190.65895266785725,6684.55498523653
AMPL253573,True,0.0008320515818505,0.5170211831042836,-6.398468941088299,1.0,pearson,200.68174046144537,9446.026826635172
AMPL253574,True,9.691942516962552e-05,1.032864885884457,-8.548483412451455,1.0,pearson,213.28615999628187,15321.55514739704
AMPL248950,True,3.703251729954159e-05,2.251516735148339,-9.51056700478552,1.0,pearson,237.8765024505518,15138.542281169772
AMPL41864,True,0.0005800957224984,0.4579702242048072,-6.759170248690847,1.0,pearson,207.00096062918024,10152.855823759654
AMPL253577,True,0.0008820870306796,0.3932059281072514,-6.34007265202553,1.0,pearson,204.4521828474393,8635.945813043698
AMPL250344,True,6.547768158697264e-05,1.521005534622584,-8.94065403195808,1.0,pearson,246.38932053975532,26716.4975292318
AMPL250345,True,0.0004827414532074,0.6868909221553618,-6.942882160638935,1.0,pearson,205.65665524887908,13879.39921332462
AMPL253580,True,0.0014315728732011,0.4418943716590541,-5.855834347280157,1.0,pearson,188.9824003883932,5901.627178061724
AMPL253581,True,0.0012392857165879,0.3655186109094407,-6.000072919786909,1.0,pearson,197.82249097314104,6454.307414823247
AMPL38486,True,0.0006586779655058,0.4132266076000524,-6.632128633803751,1.0,pearson,207.83496169942535,9608.9498274673
AMPL253583,True,0.0025872576553915,0.3492516630540618,-5.264009603969105,1.0,pearson,168.10181442298173,2423.59941401466
AMPL253584,True,0.0004654198244637,0.5864155927287118,-6.979423530830225,1.0,pearson,206.76227460996964,11901.294639322185
AMPL253585,True,0.0006529556569109,0.5355858639790577,-6.640854157154989,1.0,pearson,203.9459379584944,10769.597913442563
AMPL253586,True,0.0014499705563127,0.4398057556421356,-5.843064848187073,1.0,pearson,187.9192113229705,5618.87708280971
AMPL253587,True,0.0009818931795737,0.3568295350931879,-6.232880853404759,1.0,pearson,203.946263708382,7778.441047886165
AMPL253588,True,0.0002161718758247,0.7286621293149546,-7.74628956472789,1.0,pearson,211.36645873665373,14796.937300579391
AMPL253589,True,0.0004611784403731,0.6133712994342893,-6.988578336907896,1.0,pearson,208.12491767919175,13250.146360408356
AMPL51946,True,0.0008449178351495,0.6118618865443992,-6.383123991284285,1.0,pearson,198.3815028461616,9980.645836864953
AMPL257674,True,0.0005432398238425,0.5737051538798171,-6.824812490440292,1.0,pearson,207.23397016017896,12702.904114511552
AMPL251275,True,0.0008041969367078,0.6007342370375396,-6.432519192065787,1.0,pearson,202.6897155045426,11717.143199520184
AMPL250349,True,0.0019632768696086,0.3673767270779918,-5.539993148953088,1.0,pearson,180.49001177225625,3746.116104386422
AMPL250350,True,0.0004465516643148,0.5319876504714594,-7.020808274229915,1.0,pearson,210.64486001133477,12888.223710953163
AMPL251278,True,0.0001831092785388,0.687881238027767,-7.91228025230102,1.0,pearson,218.33008381930625,18051.184621889603
AMPL257675,True,0.0014711030673764,0.6829629976392254,-5.828595593059943,1.0,pearson,172.8642301982513,4919.304163903903
AMPL257676,True,0.0021113491318015,0.6330229284037819,-5.467280956304554,1.0,pearson,156.15269162209785,2549.9019924779977
AMPL250352,True,0.0001114823112256,0.783717012205098,-8.408497442805745,1.0,pearson,224.64379787405855,17542.38001445616
AMPL251281,True,0.0009945538411686,0.9052465459890608,-6.220069141642939,1.0,pearson,179.4060107935151,6660.471939246368
AMPL250353,True,5.982212289074229e-06,6.961012850216245,-11.333572929849955,1.0,pearson,478.0293455783604,71786.14219711155
AMPL115769,True,0.0001427333279162,1.1602182403157542,-8.16138532786922,1.0,pearson,226.4984908896616,21556.83729797132
AMPL251284,True,0.0017985700374879,0.3137105496581714,-5.627616172859553,1.0,pearson,190.50945377112308,5246.675291513621
AMPL251285,True,0.0004348243741107,1.1412619558178063,-7.047421165516161,1.0,pearson,207.41853359425625,16572.374018903956
AMPL251286,True,0.0003696004764319,1.2442203179920173,-7.209940748590118,1.0,pearson,188.69470516209847,12363.391289200015
AMPL250355,True,0.0007758657659367,0.575025696827992,-6.468383854224438,1.0,pearson,202.5206399302473,11049.58680245943
AMPL250357,True,0.000761585088621,0.5498534990609057,-6.486961473135341,1.0,pearson,199.62250909961185,9041.615714318874
AMPL257678,True,0.0009892089081134,0.3463624528643351,-6.2254578364261794,1.0,pearson,205.65046061583945,8473.08360346847
AMPL244879,True,0.0001152811438391,3.6205537080254495,-8.37498950349333,1.0,pearson,249.325445882686,32200.6646448511
AMPL253609,True,0.0004767836335519,0.6198573213192647,-6.955300587846448,1.0,pearson,205.208804358761,11852.940273924058
AMPL253610,True,0.0011245093842788,0.4405257671156403,-6.097261260749543,1.0,pearson,198.371808503761,8669.711409363477
AMPL244662,True,0.0003570361974452,2.17086068236004,-7.244526207360478,1.0,pearson,204.056063508513,17756.665232165782
AMPL244663,True,0.0001216265907406,1.3530471345247714,-8.321407757923513,1.0,pearson,224.47778492014575,20794.279279320985
AMPL244664,True,1.483457359798578e-05,3.786925245659732,-10.42540286704829,1.0,pearson,332.65560371398726,26649.430315601214
AMPL244665,True,5.823327118882933e-05,1.35491132439239,-9.057906516096777,1.0,pearson,252.7857883869448,23809.13925739772
AMPL244666,True,2.545575153666366e-05,1.6865296426165044,-9.88542166635843,1.0,pearson,295.4434135674876,26722.44022530441
AMPL244667,True,0.0020626900831191,0.3356360736949618,-5.490597101929767,1.0,pearson,182.0360902158482,3935.01991167012
AMPL244668,True,0.0001537941655453,0.7612299686279895,-8.08674825638846,1.0,pearson,222.135877285442,18853.429341874853
AMPL244669,True,6.837434334499674e-06,4.57384958197082,-11.199950813431826,1.0,pearson,444.03212854769816,46571.9287419295
AMPL244670,True,0.0005981553981924,0.3849759594822787,-6.72851279401427,1.0,pearson,213.42845545348203,11746.744944003662
AMPL254204,True,0.0003388495216927,0.5431853414199261,-7.296807257383596,1.0,pearson,212.18664414254047,13089.311922585182
AMPL250358,True,0.0009689822931479,0.356039916121817,-6.246117039005691,1.0,pearson,204.95037276097057,8110.087926055193
AMPL250359,True,0.0010508210155147,0.385791395278363,-6.165036320254755,1.0,pearson,202.91148707039147,8499.076571553032
AMPL253619,True,0.0007059597349232,0.496064197930751,-6.562805174224119,1.0,pearson,207.9982287967682,11519.474592796032
AMPL257680,True,1.5624936427127353e-05,2.62634884490694,-10.37349525045399,1.0,pearson,329.7890347391542,31192.21461547831
AMPL250361,True,0.0019657541953679,0.7880071222770662,-5.538732112302283,1.0,pearson,150.60717920464853,2777.218863547441
AMPL257681,True,0.0018497301634076,0.3255538694318352,-5.599568327587678,1.0,pearson,189.03540853102743,5518.011288091899
AMPL250363,True,0.0004738781220373,0.6108860834112443,-6.961413215275492,1.0,pearson,210.83478909523944,14925.35643624435
AMPL253624,True,0.0006135862105559,0.5097663520091137,-6.703042600622068,1.0,pearson,209.5169850116928,12676.857335678444
AMPL124269,True,3.577196283475338e-05,2.340039192945247,-9.5451989518689,1.0,pearson,287.7243754255866,35722.291594888105
AMPL113643,True,0.0001410460841847,0.8776256381580979,-8.173276702236196,1.0,pearson,219.48205683887136,17736.427955702078
AMPL3836,True,7.317879682673828e-05,1.9384396447552608,-8.829457659233775,1.0,pearson,248.50190388933444,30635.77573421916
AMPL253628,True,0.0009537914567563,0.4135429534658292,-6.261918328640109,1.0,pearson,202.8608989096824,8680.717736845798
AMPL248970,True,0.0005880903964276,0.6817167643939227,-6.745482705900562,1.0,pearson,202.63649678285705,11909.64103721041
AMPL250364,True,0.0009621517427711,0.3182824061006258,-6.253191202409374,1.0,pearson,208.7401259565768,9294.923195037369
AMPL251297,True,1.095024284276194e-05,3.3111373782250038,-10.729001743966553,1.0,pearson,386.9795149436586,46027.55358858886
AMPL251298,True,0.0008497394583272,0.4309426920138384,-6.377433594521745,1.0,pearson,204.5595154442208,9516.395462285736
AMPL125238,True,0.0004560885812281,0.6820572380518991,-6.99967632967622,1.0,pearson,208.57347644977528,14636.766298685405
AMPL250366,True,0.0007701709292412,0.4564779635687732,-6.4757509011643135,1.0,pearson,206.7135018449856,11080.046627153652
AMPL253635,True,2.11206977710883e-05,2.542320353237736,-10.072109880708222,1.0,pearson,304.38508877771744,31235.69560304172
AMPL253636,True,0.0007964418854183,0.586686248633525,-6.442209213153892,1.0,pearson,199.69153042306195,10348.341828314457
AMPL257683,True,0.0007452402006997,0.5522181206852663,-6.508656793943287,1.0,pearson,201.1545081903028,9538.01504219946
AMPL115788,True,7.575031885885933e-05,0.7462501550919963,-8.79492072366583,1.0,pearson,229.38296403454865,16580.641612545416
AMPL113790,True,0.0006776019069839,0.4929983727738957,-6.60380341974935,1.0,pearson,207.82540685418743,11586.582898259534
AMPL115428,True,0.0020317024449495,0.3617629717557257,-5.5057340140006295,1.0,pearson,179.04557376832165,3519.3621374006434
AMPL253641,True,0.0004965921065243,0.3595443236983155,-6.914594399494226,1.0,pearson,214.1775064204994,11830.649204657342
AMPL172761,True,0.0013443319384549,0.3691301641951204,-5.91871090879821,1.0,pearson,197.41068485538116,7289.95406081934
AMPL115316,True,0.0011875872587837,0.2888329089080668,-6.042684363114077,1.0,pearson,204.86857787014165,7404.132834911723
AMPL2967,True,0.0003377866671682,0.6854064736232526,-7.299948843412118,1.0,pearson,212.2482634256,16080.494987281148
AMPL9336,True,0.0001645206006631,0.7912938151108145,-8.01932758304487,1.0,pearson,218.6917558088267,17308.258766342627
AMPL591,True,0.0001898547998855,0.7218318657911669,-7.876103808530839,1.0,pearson,217.0626744465815,17008.94228515236
AMPL257685,True,4.543184794088047e-05,0.8147702333213459,-9.30615002179552,1.0,pearson,241.32308006015444,15801.127356832718
AMPL251306,True,0.0002869015083944,0.821406051297337,-7.463224396869223,1.0,pearson,212.833875933243,15925.11024733633
AMPL257686,True,0.0002469669297677,0.97225243965112,-7.61310893732008,1.0,pearson,214.671690562773,18619.15584044547
AMPL253650,True,0.001979450092197,0.3789446177504401,-5.531789023503839,1.0,pearson,178.92218143275014,3676.103465559743
AMPL257687,True,0.0007991604228247,0.5540089983023664,-6.43880167228626,1.0,pearson,201.934040725242,10321.915996266374
AMPL257688,True,0.0007526951666122,0.4066400547552767,-6.49870305678447,1.0,pearson,208.87631330348185,10719.945848455896
AMPL257689,True,0.001248593296489,0.3074726075464334,-5.992590543612967,1.0,pearson,203.32432898792484,7630.998267047491
AMPL253654,True,0.0003337672051286,0.6767091230215059,-7.311919618071307,1.0,pearson,210.0485251886913,14671.56632419504
AMPL120246,True,0.0006579975810873,0.6000476000781252,-6.633162122244767,1.0,pearson,202.2935124635445,10739.205150754124
AMPL253656,True,0.0005000504500346,0.5873794047833725,-6.907654384002952,1.0,pearson,206.01113728675097,11833.63824807869
AMPL209823,True,0.0005376704727929,0.5484165574866984,-6.835117509002229,1.0,pearson,209.42237249870877,12973.988533924708
AMPL257692,True,0.0005288958365692,0.7224214037100707,-6.851571871230867,1.0,pearson,202.77576386523089,12268.609376140836
AMPL115816,True,0.0009526758500318,0.3517760186624131,-6.263088667987536,1.0,pearson,208.3530344145822,9849.91497418141
AMPL257693,True,3.499889173074811e-05,4.773376710959043,-9.567046981252023,1.0,pearson,313.1945228326033,49082.563189409055
AMPL252694,True,0.001116948952789,0.4314298986985974,-6.104007279657815,1.0,pearson,196.86221285925103,7191.980496651547
AMPL252695,True,0.0016111920287323,0.2825765090732579,-5.737633802862689,1.0,pearson,195.55568447804723,5373.754598020952
AMPL248996,True,0.0006322047846082,0.4942204544930593,-6.67315000946385,1.0,pearson,199.7124410772909,7405.646732329564
AMPL250376,True,0.0025390000693684,0.3286356095954701,-5.282837768378473,1.0,pearson,170.73689271443592,2463.9838477337785
AMPL252698,True,0.0005878228516809,0.4802633277676189,-6.745937747548955,1.0,pearson,208.230960894674,11834.662700095034
AMPL257694,True,0.0004380435620344,0.7050627079558335,-7.040045015273824,1.0,pearson,206.22407555095268,14405.40717373154
AMPL257695,True,0.0006734705009124,0.4695795371870335,-6.609919182197718,1.0,pearson,209.03917302283116,11983.362134314248
AMPL250379,True,0.0002241036123937,0.7266371724706019,-7.710254877165566,1.0,pearson,218.3097551163138,17969.692970499742
AMPL251314,True,0.0004898645973495,0.789650643157029,-6.928234356426119,1.0,pearson,204.57176699949463,14096.672851941235
AMPL251315,True,0.0009556679978486,0.3067674273678802,-6.259952807254556,1.0,pearson,208.9591629150477,8856.05343947585
AMPL251316,True,0.0004702355230399,0.3566204784695806,-6.969129695364445,1.0,pearson,215.44672581042636,12735.180401139389
AMPL253672,True,6.421702098870308e-05,2.1470071079335296,-8.960095077413058,1.0,pearson,221.3443371434584,18139.94054818013
AMPL253673,False,1.451290553021306e-05,1.5216169403123185e-33,-10.447325087259063,1.0,pearson,526.2452263427202,277442.387751374
AMPL253674,True,0.000628775675195,0.4049611314634352,-6.678588821523866,1.0,pearson,213.77435359694124,13174.583919515151
AMPL250381,True,0.0002215906653284,0.6213749453540548,-7.721531547387316,1.0,pearson,207.8203103824563,12262.290043690746
AMPL249606,True,0.0015226207549477,0.3387977900519529,-5.794175067370841,1.0,pearson,192.5349118562666,4898.242152692779
AMPL249000,True,0.0006958945572697,0.4113811626575218,-6.577165226722503,1.0,pearson,211.1211836447429,11613.495986092365
AMPL257699,True,0.0002732425206974,0.6927991575452923,-7.512003622369303,1.0,pearson,214.29478575816972,16005.383908302529
AMPL253679,True,0.0007806420445825,0.4923746642652304,-6.462246662229528,1.0,pearson,203.3697839829849,9839.104487210692
AMPL249003,True,0.0005980711333367,0.5804649963388965,-6.72865367845976,1.0,pearson,207.05277696263724,12822.49778892678
AMPL253681,True,0.0001299718207132,1.4754041005941585,-8.255045714189375,1.0,pearson,223.5159428327904,25284.44061199265
AMPL250383,True,0.0006579055307262,0.9035980004393492,-6.633302026711007,1.0,pearson,196.4244063476644,12271.483546261128
AMPL257559,True,0.0019351086437556,1.2069688939423144,-5.554444626872845,1.0,pearson,137.08056964735383,2102.7230856183983
AMPL257560,True,6.837979960532255e-05,3.90008688636398,-8.897285923801116,1.0,pearson,271.1844963352093,40551.339054024735
AMPL257561,True,2.925029729324076e-05,2.2228259576213154,-9.746473639906636,1.0,pearson,299.5717164044212,30565.095580084857
AMPL167407,True,0.0004936915667786,0.5911447519452337,-6.920452413957183,1.0,pearson,206.5249737254607,12130.86044486728
AMPL167408,True,0.0016688389847677,0.547631593381834,-5.702479932472045,1.0,pearson,177.03388997493818,4952.217247091208
AMPL167409,True,0.0011751059288295,0.3711017602883484,-6.0532498026941655,1.0,pearson,203.1410028974965,9265.254285780233
AMPL244732,True,9.980983276320572e-05,1.097184975508471,-8.519096674258728,1.0,pearson,228.6950518679452,21011.196910006907
AMPL254272,True,0.0005160140254607,0.6974048398874956,-6.876229431166642,1.0,pearson,203.1756447866958,12347.755518188316
AMPL84671,True,0.000397954453343,0.5781108929503812,-7.136025817505109,1.0,pearson,212.14424815566196,14576.514063454671
AMPL84512,True,0.0010103966210141,0.5664682326295648,-6.20426515057976,1.0,pearson,194.110376216418,8309.602941621786
AMPL244736,True,0.0007942507325991,0.5040817545494272,-6.444964181876582,1.0,pearson,203.47706904535093,9995.32882195833
AMPL244737,True,0.0003379317474844,0.7349453663114899,-7.299519432831493,1.0,pearson,209.89276605223552,15563.562666986209
AMPL244738,True,0.0007463461044499,0.53448915194479,-6.5071739378069005,1.0,pearson,202.138384099996,9623.370585465316
AMPL244739,True,0.0018123002437425,0.3295190771281978,-5.620011207098023,1.0,pearson,187.51319323906336,4389.535502530983
AMPL244740,True,0.0003188859313805,0.7954476463426933,-7.357529920446213,1.0,pearson,208.74863514948757,15330.477269958674
AMPL244741,True,0.0024916075787189,0.4587372904849694,-5.301679982321261,1.0,pearson,159.61781079942816,2305.9516665151905
AMPL253689,True,0.000200524765018,2.1628704391730587,-7.821425621985466,1.0,pearson,212.10356185438863,24406.45544283088
AMPL253690,True,0.0002896771459882,0.8120095411029757,-7.453596364286837,1.0,pearson,215.70540052225823,18612.89758503212
AMPL253691,True,5.115657731324256e-06,7.317606555859532,-11.490057397543366,1.0,pearson,550.2333574510278,94037.2173437976
AMPL44652,True,0.0003636519429275,0.6115820022456119,-7.226166167967723,1.0,pearson,209.24870129784668,13456.130733737717
AMPL44653,True,0.0009279247604112,0.380597566561026,-6.28941272504806,1.0,pearson,205.73919233235645,9163.010850401355
AMPL44654,True,0.0008243659074064,0.3911076966670641,-6.407748883674873,1.0,pearson,207.2851261396374,9973.512930014462
AMPL44655,True,0.0002595606761285,0.9350480347202028,-7.56337288275191,1.0,pearson,210.80098762219885,17840.051439568793
AMPL138094,True,0.0047711090173873,0.4363461861185089,-4.652029322141441,1.0,pearson,117.71336991896244,391.32331586680135
AMPL138095,True,0.0024299149569971,0.2318268652543093,-5.326751838802654,1.0,pearson,185.2961024208039,3599.491979192196
AMPL138096,True,0.000684978004992,0.6737182444150795,-6.592976649158338,1.0,pearson,198.85954248442877,10787.31324556203
AMPL138097,True,0.0013406650926672,0.4425122668111102,-5.921442269782828,1.0,pearson,192.45451657738025,6896.436026827757
AMPL44659,True,0.0001651496585312,1.0807594701893948,-8.015511293197704,1.0,pearson,220.63974640298784,21334.29249719221
AMPL138099,True,0.0006994556906466,0.496339340775569,-6.572060929627264,1.0,pearson,206.6369537052576,11057.054045044137
AMPL146646,True,0.0008610423322947,0.4373935496483572,-6.364219707756916,1.0,pearson,205.08291290680825,9948.056746193031
AMPL253703,True,2.473532570701326e-07,4.973168096747084e-05,-14.5193011509396,1.0,pearson,2183.4174933759523,1307041.3599785925
AMPL249649,True,0.0002619146817398,1.13831917344213,-7.554344568890525,1.0,pearson,215.05171312241004,18218.256811540185
AMPL146649,True,0.0001371964884249,1.8657862097346736,-8.200949257010311,1.0,pearson,233.45742876356064,27688.234579776432
AMPL250389,True,0.0003098326643003,0.8008229888040147,-7.386331018245222,1.0,pearson,212.0932461073978,17029.912627077305
AMPL250391,True,2.0854090467182695e-07,73.44829736302613,-14.689983448913075,1.0,pearson,1999.5950324711955,601785.0157343994
AMPL250393,True,0.001248167427546,0.538424990303152,-5.9929316807856186,1.0,pearson,188.9625088448406,6670.056120553523
AMPL257708,True,0.0002692657497962,0.6840915022329702,-7.526664568013592,1.0,pearson,216.916529106162,17915.32480861071
AMPL253710,True,0.0017525119828882,0.422957451640325,-5.653557920922269,1.0,pearson,182.66155179642584,5028.081500262172
AMPL117734,True,0.00054492665807,0.4773123940412774,-6.821712164145287,1.0,pearson,212.5561257026701,13149.817136755368
AMPL253712,True,0.0007206639556708,0.5526994460486111,-6.542190429669139,1.0,pearson,205.66953921831745,11932.466218039508
AMPL250394,True,0.0004119961124512,0.642560206567599,-7.101349463897345,1.0,pearson,209.59613524253623,14510.33612588348
AMPL250395,True,0.0016786698020549,0.5478657137114041,-5.696606403125024,1.0,pearson,175.24566492797902,4691.380428821516
AMPL251331,True,0.0010428336964267,0.774948552252459,-6.172666382454408,1.0,pearson,184.07547345124897,7554.932476554103
AMPL250396,True,0.0002138933428369,1.1437500929820177,-7.756885884582175,1.0,pearson,217.63065782508377,20707.921855701254
AMPL250397,True,0.0001043550724499,7.393296207912801,-8.474564135096218,1.0,pearson,285.1526453743995,50285.07663162366
AMPL253718,True,0.0021823931628688,0.3808781536976796,-5.434186042609757,1.0,pearson,175.12746473805106,3791.569417043645
AMPL251334,True,0.0004679865996642,0.4058985792394523,-6.973923715092761,1.0,pearson,214.2129374339918,12534.997822505831
AMPL250399,True,0.0003994354640618,0.4751337911818636,-7.132311167019969,1.0,pearson,213.55944754131448,13747.75855166115
AMPL249040,True,0.000563765404396,0.4592031976880238,-6.787725162089634,1.0,pearson,206.8795876063312,10533.5396978414
AMPL253722,True,0.0012633691459192,0.4927603490730967,-5.980826020704421,1.0,pearson,190.59893151321177,6942.158079567692
AMPL257713,True,9.033199254022974e-06,3.566858167331376,-10.921456781025022,1.0,pearson,404.4201958798739,43496.67355090558
AMPL257714,True,0.0033097820252031,0.4321636686101129,-5.0177257646146,1.0,pearson,143.65245728812948,1412.0254764977544
AMPL242511,True,0.0007610584288066,1.0915813914934795,-6.487653243506177,1.0,pearson,183.052560570273,9767.875113438706
AMPL242512,True,0.000914342176936,1.199774300643922,-6.30415850299492,1.0,pearson,167.1308227467526,7516.706894077729
AMPL176028,True,0.0002554731678166,1.5578926891370537,-7.579245991605446,1.0,pearson,208.45373235947548,20346.37416065897
AMPL250404,True,0.0013040046918287,0.4748893034535193,-5.949168036896023,1.0,pearson,192.44399565294967,7424.250355847265
AMPL250405,True,0.000331477211959,0.5294955780918614,-7.3188043123461854,1.0,pearson,213.1432070362444,14068.653467117874
AMPL249045,True,0.0003744349971526,0.8656995214651041,-7.196945161868676,1.0,pearson,208.3025278437284,16076.725109771283
AMPL257717,True,0.0008268351846539,0.6019849491540018,-6.404757995284465,1.0,pearson,199.37806804165905,10328.490141572518
AMPL257718,True,0.0013654504868932,0.2761527503481306,-5.903123697204188,1.0,pearson,202.59313582972848,6820.093886079852
AMPL146662,True,0.0004111179137499,1.0163104650076815,-7.103483309285845,1.0,pearson,204.46535143119195,16771.210431984116
AMPL250407,True,9.201556493812916e-05,1.0258562134535198,-8.600405630555207,1.0,pearson,231.4588849855848,19746.28084053721
AMPL250408,True,0.0002006032601409,0.8632551022282074,-7.82103425005982,1.0,pearson,215.39024732751065,17480.208560394483
AMPL250409,True,0.0001630948714634,0.8415296233632815,-8.028031312395356,1.0,pearson,216.2521406922237,17238.624460775358
AMPL251348,True,0.0010703690947999,0.4081054298788188,-6.146604561018232,1.0,pearson,201.43961545514148,8281.587167941254
AMPL250410,True,0.0005238819736503,0.8313277943498578,-6.861096959579101,1.0,pearson,202.39437807694063,13293.047545980911
